ResourceCapacity.Hardware.CPU.CoreCount,ResourceCapacity.Hardware.CPU.ClockFrequency,ResourceCapacity.Hardware.CPU.Architecture,ResourceCapacity.Hardware.CPU.CacheSize,ResourceCapacity.Hardware.Memory.TotalCapacity,ResourceCapacity.Hardware.Memory.Type,ResourceCapacity.Hardware.Memory.Bandwidth,ResourceCapacity.Hardware.Storage.Capacity,ResourceCapacity.Hardware.Storage.Type,ResourceCapacity.Hardware.Storage.ReadWriteSpeed,ResourceCapacity.Hardware.Network.UpstreamBW,ResourceCapacity.Hardware.Network.DownstreamBW,ResourceCapacity.Hardware.Network.Latency,ResourceCapacity.OperationalStatus.Uptime24h,ResourceCapacity.OperationalStatus.CoreEligibility,ResourceCapacity.OperationalStatus.ResourceUsage.CPUUtilization,ResourceCapacity.OperationalStatus.ResourceUsage.MemUtilization,OnChainBehavior.TransactionCapability.AvgTPS,OnChainBehavior.TransactionCapability.CrossShardTx.InterNodeVolume,OnChainBehavior.TransactionCapability.CrossShardTx.InterShardVolume,OnChainBehavior.TransactionCapability.ConfirmationDelay,OnChainBehavior.TransactionCapability.ResourcePerTx.CPUPerTx,OnChainBehavior.TransactionCapability.ResourcePerTx.MemPerTx,OnChainBehavior.TransactionCapability.ResourcePerTx.DiskPerTx,OnChainBehavior.TransactionCapability.ResourcePerTx.NetworkPerTx,OnChainBehavior.BlockGeneration.AvgInterval,OnChainBehavior.BlockGeneration.IntervalStdDev,OnChainBehavior.EconomicContribution.FeeContributionRatio,OnChainBehavior.SmartContractUsage.InvocationFrequency,OnChainBehavior.TransactionTypes.NormalTxRatio,OnChainBehavior.TransactionTypes.ContractTxRatio,OnChainBehavior.Consensus.ParticipationRate,OnChainBehavior.Consensus.TotalReward,OnChainBehavior.Consensus.SuccessRate,NetworkTopology.GeoLocation.Timezone,NetworkTopology.GeoLocation.DataCenter,NetworkTopology.GeoLocation.Region,NetworkTopology.Connections.IntraShardConn,NetworkTopology.Connections.InterShardConn,NetworkTopology.Connections.WeightedDegree,NetworkTopology.Connections.ActiveConn,NetworkTopology.Hierarchy.Depth,NetworkTopology.Hierarchy.ConnectionDensity,NetworkTopology.Centrality.IntraShard.Eigenvector,NetworkTopology.Centrality.IntraShard.Closeness,NetworkTopology.Centrality.InterShard.Betweenness,NetworkTopology.Centrality.InterShard.Influence,NetworkTopology.ShardAllocation.Priority,NetworkTopology.ShardAllocation.ShardPreference,NetworkTopology.ShardAllocation.Adaptability,DynamicAttributes.Compute.CPUUsage,DynamicAttributes.Compute.MemUsage,DynamicAttributes.Compute.ResourceFlux,DynamicAttributes.Storage.Available,DynamicAttributes.Storage.Utilization,DynamicAttributes.Network.LatencyFlux,DynamicAttributes.Network.AvgLatency,DynamicAttributes.Network.BandwidthUsage,DynamicAttributes.Transactions.Frequency,DynamicAttributes.Transactions.ProcessingDelay,DynamicAttributes.Transactions.StakeChangeRate,DynamicAttributes.Reputation.Uptime24h,DynamicAttributes.Reputation.ReputationScore,HeterogeneousType.NodeType,HeterogeneousType.FunctionTags,HeterogeneousType.SupportedFuncs.Functions,HeterogeneousType.SupportedFuncs.Priorities,HeterogeneousType.Application.CurrentState,HeterogeneousType.Application.LoadMetrics.TxFrequency,HeterogeneousType.Application.LoadMetrics.StorageOps
19,4.1,ARM,114,154,DDR4,119.5,7.9,HDD,508,1698,22074,191ms,0.997,true,43.7,62.5,1331.7,nodeA:294;nodeB:157;nodeC:75,shard1:386;shard2:274;shard3:132,441ms,0.12,0.08,0.017,0.01,27s,2.8s,0.19,4323,0.73,0.27,0.71,18.9,0.87,UTC-3,AWS,sa-east-1,33,26,72.0,16,5,0.51,0.59,0.5,0.83,0.47,3,shard1:0.4;shard2:0.6,0.5,58.0,37.8,0.24,5.8,0.55,13.8,23ms,0.4,1394,306ms,0.08,0.988,85.4,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,idle,1854,1877
17,2.1,x86,85,171,DDR4,114.9,14.6,HDD,284,3728,29824,14ms,0.996,true,87.2,83.8,618.8,nodeA:116;nodeB:96;nodeC:137,shard1:117;shard2:255,1201ms,0.19,0.12,0.037,0.04,27s,4.7s,0.38,3285,0.45,0.55,0.89,4.7,0.92,UTC+0,Digital Ocean,europe-central,62,15,84.5,46,2,0.74,0.59,0.97,0.74,0.57,3,shard1:0.3;shard2:0.7,0.64,35.4,52.9,0.27,9.3,0.41,4.9,78ms,0.86,1485,303ms,0.2,0.988,88.5,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,idle,522,1485
9,3.0,x86,54,142,DDR4,92.3,15.7,SSD,347,2376,35640,42ms,0.973,true,55.7,60.1,804.3,nodeA:118;nodeB:248;nodeC:70,shard1:329;shard2:366,751ms,0.14,0.14,0.037,0.03,16s,1.5s,0.1,2734,0.48,0.52,0.79,3.9,0.94,UTC+1,Azure,europe-west,46,30,91.0,34,4,0.5,0.45,0.51,0.63,0.74,3,shard1:0.3;shard2:0.3;shard3:0.4,0.67,82.7,73.3,0.26,8.8,0.44,4.9,216ms,0.36,267,183ms,0.19,0.991,80.7,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,idle,2780,1724
7,2.6,x86,56,25,DDR5,19.7,1.8,NVMe,579,744,3720,164ms,0.941,false,24.7,44.3,282.8,nodeA:40;nodeB:95;nodeC:162;nodeD:88,shard1:76;shard2:378;shard3:177,1231ms,0.25,0.04,0.017,0.1,24s,1.5s,0.27,1658,0.7,0.3,0.3,8.7,0.84,UTC-5,Google Cloud,us-east-1,10,9,23.5,9,5,0.67,0.3,0.5,0.18,0.2,5,shard1:0.5;shard2:0.5,0.6,75.3,82.1,0.33,0.9,0.72,8.4,175ms,0.85,656,775ms,0.09,0.862,65.6,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,high_load,2285,537
7,4.2,x86,28,31,DDR4,11.4,1.8,SSD,421,432,1296,174ms,0.913,false,20.7,39.9,232.6,nodeA:145;nodeB:252;nodeC:226;nodeD:71;nodeE:289,shard1:56;shard2:358,772ms,0.09,0.15,0.029,0.1,18s,4.2s,0.31,2208,0.75,0.25,0.42,8.2,0.81,UTC-8,AWS,us-west-2,15,6,24.0,10,5,0.4,0.22,0.56,0.25,0.56,1,shard1:0.4;shard2:0.6,0.74,59.9,78.0,0.11,1.0,0.87,3.5,164ms,0.31,383,231ms,0.25,0.919,64.7,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,active,687,197
32,2.2,x86,96,224,DDR5,134.4,13.1,NVMe,129,1435,27265,83ms,0.985,true,43.7,64.5,702.3,nodeA:97;nodeB:111,shard1:321;shard2:221;shard3:357,1183ms,0.24,0.14,0.042,0.04,30s,2.7s,0.12,2291,0.65,0.35,0.72,4.0,0.92,UTC+9,Alibaba Cloud,ap-northeast-1,36,31,82.5,31,3,0.3,0.52,0.61,0.53,0.54,3,shard1:0.6;shard2:0.4,0.61,87.1,50.0,0.36,9.1,0.37,3.4,76ms,0.45,627,415ms,0.03,0.986,86.5,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,high_load,447,1884
16,4.3,ARM,112,158,DDR4,121.1,10.1,SSD,198,808,4848,67ms,0.995,true,30.3,25.3,757.4,nodeA:76;nodeB:50;nodeC:198,shard1:121;shard2:200;shard3:285,589ms,0.25,0.03,0.024,0.08,7s,0.5s,0.4,1589,0.71,0.29,0.93,53.3,0.95,UTC+3,Yandex Cloud,ru-central1,63,32,111.0,52,3,0.82,0.76,0.62,0.55,0.6,5,shard1:0.8;shard2:0.2,0.74,64.9,40.0,0.08,6.4,0.62,11.9,132ms,0.76,531,420ms,0.01,0.999,80.3,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,active,2387,1020
23,4.4,ARM,161,201,DDR5,98.2,4.7,HDD,554,3022,9066,177ms,0.993,true,66.4,20.2,702.5,nodeA:128;nodeB:225;nodeC:48,shard1:250;shard2:144,823ms,0.06,0.07,0.009,0.02,14s,3.6s,0.22,1594,0.59,0.41,0.82,76.2,0.9,UTC-3,AWS,sa-east-1,46,20,76.0,37,2,0.49,0.18,0.64,0.11,0.5,5,shard1:0.8;shard2:0.2,0.58,55.8,52.5,0.38,2.2,0.73,4.6,276ms,0.5,515,483ms,0.28,0.963,72.3,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,maintenance,1646,1997
13,2.1,ARM,52,172,DDR5,68.3,3.1,NVMe,199,2285,27420,120ms,0.981,true,39.8,52.9,452.3,nodeA:60;nodeB:67;nodeC:138;nodeD:130;nodeE:92,shard1:132;shard2:306;shard3:314;shard4:361,711ms,0.05,0.14,0.013,0.03,5s,0.6s,0.13,4770,0.63,0.37,0.95,14.1,0.98,UTC+0,Digital Ocean,europe-central,30,21,61.5,15,4,0.79,0.93,0.74,0.49,0.56,3,shard1:0.5;shard2:0.1;shard3:0.4,0.97,75.7,31.3,0.19,2.0,0.36,12.3,96ms,0.32,1680,441ms,0.15,0.997,80.7,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,active,760,360
20,2.6,ARM,120,83,DDR4,64.7,7.7,HDD,629,1198,2396,129ms,0.983,true,80.9,53.3,1175.2,nodeA:99;nodeB:73,shard1:242;shard2:131;shard3:341,189ms,0.17,0.08,0.013,0.04,6s,0.7s,0.21,830,0.43,0.57,0.96,98.8,0.95,UTC+9,Alibaba Cloud,ap-northeast-1,53,32,101.0,30,2,0.93,0.67,0.67,0.47,0.56,5,shard1:0.8;shard2:0.1;shard3:0.1,0.94,38.4,48.8,0.35,5.9,0.52,10.6,279ms,0.59,1846,748ms,0.02,0.999,81.0,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,maintenance,1102,1483
45,2.3,x86,135,502,DDR4,177.8,30.9,SSD,526,4646,69690,195ms,0.984,true,43.0,37.2,797.9,nodeA:198;nodeB:234;nodeC:266,shard1:324;shard2:132;shard3:273,1495ms,0.1,0.12,0.01,0.05,13s,1.2s,0.24,1848,0.53,0.47,0.8,33.5,0.91,UTC+0,Digital Ocean,europe-central,47,25,84.5,29,2,0.44,0.11,0.58,0.27,0.3,2,shard1:0.8;shard2:0.1;shard3:0.1,0.54,34.5,51.3,0.15,19.4,0.82,8.3,152ms,0.42,160,144ms,0.27,0.971,94.1,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,idle,1316,386
8,4.3,x86,56,31,DDR4,20.7,0.5,SSD,589,251,4267,32ms,0.936,false,28.0,82.9,151.6,nodeA:211;nodeB:110;nodeC:103;nodeD:297;nodeE:243,shard1:195;shard2:387;shard3:398,1266ms,0.23,0.15,0.047,0.09,29s,6.1s,0.27,398,0.49,0.51,0.59,5.5,0.78,UTC+1,Azure,europe-west,24,8,36.0,15,4,0.44,0.2,0.54,0.48,0.35,3,shard1:0.6;shard2:0.2;shard3:0.2,0.51,88.3,57.6,0.35,0.3,0.69,7.4,230ms,0.53,1746,605ms,0.13,0.947,68.4,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,active,820,989
42,2.3,x86,294,512,DDR4,313.3,19.3,NVMe,574,3561,71220,40ms,0.995,true,66.7,74.6,327.1,nodeA:239;nodeB:85,shard1:249;shard2:138;shard3:256;shard4:212,1431ms,0.19,0.03,0.044,0.1,10s,2.9s,0.37,3482,0.76,0.24,0.9,34.7,0.93,UTC+0,Digital Ocean,europe-central,34,26,73.0,26,4,0.87,0.23,0.62,0.42,0.37,2,shard1:0.4;shard2:0.6,0.5,89.1,27.1,0.06,13.0,0.8,8.3,182ms,0.52,1221,490ms,0.08,0.997,74.8,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,maintenance,2739,855
16,4.1,x86,48,146,DDR4,58.7,2.9,NVMe,567,847,16940,155ms,0.983,true,63.3,53.1,1177.9,nodeA:127;nodeB:234,shard1:210;shard2:374;shard3:280,685ms,0.15,0.12,0.011,0.05,15s,3.7s,0.16,1916,0.52,0.48,0.95,80.2,0.94,UTC+3,Yandex Cloud,ru-central1,41,33,90.5,21,4,0.35,0.48,0.51,0.89,0.75,1,shard1:0.2;shard2:0.8,0.72,68.7,32.0,0.15,2.1,0.36,7.9,205ms,0.89,475,450ms,0.04,0.995,87.4,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,active,2092,1331
18,4.5,ARM,90,221,DDR5,132.6,2.1,SSD,654,2042,10210,39ms,0.959,true,22.1,16.6,1011.7,nodeA:122;nodeB:200;nodeC:211;nodeD:52;nodeE:250,shard1:67;shard2:311,512ms,0.1,0.07,0.045,0.01,19s,2.0s,0.32,1136,0.51,0.49,0.8,11.1,0.94,UTC+9,Alibaba Cloud,ap-northeast-1,59,38,116.0,54,5,0.58,0.92,0.94,0.45,0.48,3,shard1:0.6;shard2:0.2;shard3:0.2,0.96,36.7,76.6,0.26,0.6,0.42,11.1,241ms,0.87,917,660ms,0.23,0.996,91.2,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,idle,2587,834
21,4.0,ARM,84,126,DDR5,42.4,8.6,NVMe,500,1394,16728,22ms,0.982,true,42.3,15.8,663.1,nodeA:28;nodeB:55;nodeC:260;nodeD:68,shard1:204;shard2:190;shard3:212,576ms,0.19,0.06,0.015,0.02,9s,1.8s,0.26,943,0.62,0.38,0.96,82.7,0.99,UTC-5,Google Cloud,us-east-1,61,32,109.0,56,5,0.51,0.58,0.59,0.78,0.6,3,shard1:0.4;shard2:0.3;shard3:0.3,0.7,38.1,36.1,0.16,3.7,0.65,5.0,22ms,0.89,632,184ms,0.25,0.988,96.1,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,maintenance,2260,130
22,3.2,x86,154,95,DDR5,68.5,15.1,HDD,225,1119,10071,58ms,0.952,true,20.7,22.4,822.9,nodeA:200;nodeB:144,shard1:381;shard2:155;shard3:89;shard4:88,1092ms,0.11,0.03,0.038,0.08,15s,4.3s,0.36,2227,0.75,0.25,0.71,9.8,0.81,UTC+9,Alibaba Cloud,ap-northeast-1,51,37,106.5,44,5,0.48,0.49,0.57,0.58,0.45,2,shard1:0.1;shard2:0.1;shard3:0.8,0.86,87.7,87.8,0.19,7.1,0.37,8.4,264ms,0.73,624,379ms,0.23,0.989,81.7,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,maintenance,1313,1506
14,4.0,x86,112,199,DDR4,110.8,6.4,SSD,439,3902,62432,39ms,0.981,true,79.3,22.4,630.1,nodeA:226;nodeB:110;nodeC:161,shard1:361;shard2:302;shard3:315;shard4:271,944ms,0.15,0.08,0.033,0.03,27s,2.6s,0.18,1445,0.67,0.33,0.89,4.0,0.89,UTC-3,AWS,sa-east-1,36,38,93.0,21,3,0.31,0.65,0.63,0.59,0.61,3,shard1:0.6;shard2:0.4,0.63,90.3,30.5,0.2,1.9,0.6,8.1,47ms,0.59,807,150ms,0.02,0.987,96.7,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,active,894,652
16,2.6,ARM,96,89,DDR5,39.0,10.8,NVMe,534,2405,33670,75ms,0.982,true,71.4,76.6,614.6,nodeA:288;nodeB:277;nodeC:105,shard1:98;shard2:101,310ms,0.09,0.05,0.034,0.07,9s,2.1s,0.13,4222,0.76,0.24,0.96,86.7,0.97,UTC-8,AWS,us-west-2,35,22,68.0,19,3,0.42,0.89,0.57,0.31,0.59,3,shard1:0.7;shard2:0.1;shard3:0.2,0.51,93.3,82.3,0.11,7.1,0.31,5.9,262ms,0.68,1050,303ms,0.15,0.981,80.3,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,maintenance,2885,645
22,2.0,ARM,88,141,DDR4,92.4,14.5,HDD,730,2983,14915,13ms,0.963,true,56.4,59.8,647.9,nodeA:258;nodeB:96;nodeC:287,shard1:369;shard2:335;shard3:390,1040ms,0.26,0.11,0.011,0.05,22s,4.3s,0.31,3628,0.54,0.46,0.85,28.7,0.83,UTC-5,Google Cloud,us-east-1,47,35,99.5,44,5,0.94,0.88,0.58,0.85,0.54,3,shard1:0.3;shard2:0.7,0.69,57.1,89.6,0.16,3.3,0.61,5.8,82ms,0.58,981,630ms,0.29,0.995,85.2,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,maintenance,134,1071
17,4.1,ARM,34,77,DDR5,41.9,2.1,SSD,480,3704,7408,153ms,0.952,true,29.6,76.5,1285.3,nodeA:243;nodeB:69;nodeC:90;nodeD:289;nodeE:246,shard1:210;shard2:307;shard3:400;shard4:233,1228ms,0.22,0.12,0.012,0.02,23s,2.0s,0.32,3639,0.63,0.37,0.72,14.7,0.83,UTC+0,Digital Ocean,europe-central,45,40,105.0,43,5,0.57,0.93,0.55,0.46,0.52,3,shard1:0.4;shard2:0.3;shard3:0.3,0.58,58.3,81.9,0.33,0.6,0.76,4.5,233ms,0.66,666,362ms,0.03,0.991,91.3,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,active,2335,425
10,2.2,ARM,30,110,DDR5,82.9,52.1,HDD,994,1548,20124,57ms,0.863,false,58.0,54.6,246.7,nodeA:146;nodeB:124,shard1:292;shard2:62,1004ms,0.08,0.11,0.026,0.08,29s,7.5s,0.13,2313,0.73,0.27,0.42,1.1,0.77,UTC+9,Alibaba Cloud,ap-northeast-1,45,15,67.5,23,2,0.78,0.44,0.57,0.12,0.28,2,shard1:0.4;shard2:0.5;shard3:0.1,0.77,92.9,33.9,0.36,30.4,0.39,9.8,23ms,0.82,1327,754ms,0.07,0.857,63.8,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,idle,595,1114
16,4.1,ARM,112,176,DDR5,128.4,8.2,HDD,562,1399,2798,165ms,0.984,true,77.3,61.0,536.6,nodeA:97;nodeB:200;nodeC:193,shard1:121;shard2:192;shard3:387,659ms,0.1,0.08,0.018,0.02,14s,2.4s,0.3,3304,0.55,0.45,0.97,83.2,0.95,UTC+1,Azure,europe-west,26,21,57.5,20,2,0.67,0.41,0.65,0.69,0.76,5,shard1:0.8;shard2:0.1;shard3:0.1,0.71,89.0,48.1,0.1,6.0,0.58,1.1,101ms,0.53,1802,565ms,0.07,0.997,89.5,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,idle,2201,178
48,3.9,ARM,288,260,DDR4,94.8,13.1,HDD,714,2925,58500,57ms,0.992,true,48.3,18.1,711.2,nodeA:64;nodeB:32;nodeC:69,shard1:67;shard2:121,825ms,0.11,0.11,0.027,0.07,10s,2.4s,0.39,2038,0.44,0.56,0.93,33.8,0.92,UTC+3,Yandex Cloud,ru-central1,24,11,40.5,21,4,0.37,0.52,0.24,0.41,0.44,1,shard1:0.4;shard2:0.6,0.94,50.9,70.4,0.18,10.4,0.64,3.8,149ms,0.62,1440,342ms,0.08,0.986,80.9,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,maintenance,2264,1706
14,3.4,ARM,70,192,DDR4,91.4,10.7,HDD,692,1564,6256,195ms,0.971,true,63.8,76.2,1069.2,nodeA:38;nodeB:197,shard1:263;shard2:356,460ms,0.25,0.06,0.01,0.03,25s,1.4s,0.35,2474,0.77,0.23,0.75,3.0,0.91,UTC+1,Azure,europe-west,48,17,73.5,41,3,0.85,0.91,0.74,0.54,0.42,1,shard1:0.8;shard2:0.2,0.78,90.9,89.0,0.28,2.3,0.55,3.8,50ms,0.39,1170,387ms,0.28,0.993,95.8,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,active,1065,1060
23,3.3,ARM,161,153,DDR4,78.9,6.2,NVMe,353,1087,3261,78ms,0.951,true,74.7,28.7,1108.1,nodeA:265;nodeB:82;nodeC:59;nodeD:59;nodeE:148,shard1:155;shard2:303;shard3:232;shard4:162,976ms,0.22,0.12,0.03,0.01,27s,6.0s,0.23,3596,0.62,0.38,0.72,18.9,0.82,UTC+0,Digital Ocean,europe-central,52,21,83.5,36,5,0.9,0.53,0.54,0.31,0.57,5,shard1:0.7;shard2:0.2;shard3:0.1,0.77,94.4,26.0,0.3,4.3,0.35,2.8,112ms,0.48,693,408ms,0.18,0.997,98.0,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,high_load,631,1291
48,2.3,ARM,192,338,DDR5,220.6,21.4,HDD,406,1821,14568,156ms,0.997,true,78.9,51.5,383.0,nodeA:194;nodeB:242,shard1:79;shard2:105;shard3:333,1632ms,0.1,0.07,0.042,0.02,8s,1.8s,0.29,3817,0.78,0.22,0.8,25.3,0.93,UTC+3,Yandex Cloud,ru-central1,39,12,57.0,20,4,0.86,0.29,0.21,0.25,0.38,2,shard1:0.9;shard2:0.0;shard3:0.1,0.6,42.0,53.0,0.07,8.2,0.62,5.9,33ms,0.89,1595,394ms,0.28,0.994,90.3,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,high_load,2520,493
20,3.2,ARM,60,97,DDR5,73.1,5.9,SSD,400,1350,12150,183ms,0.987,true,40.7,55.0,538.6,nodeA:114;nodeB:279,shard1:346;shard2:212;shard3:71,761ms,0.14,0.11,0.04,0.08,15s,1.2s,0.27,2729,0.73,0.27,0.87,1.5,0.87,UTC+8,AWS,ap-southeast-1,59,16,83.0,59,4,0.61,0.86,0.6,0.34,0.78,3,shard1:0.1;shard2:0.9,0.93,65.8,87.0,0.2,2.1,0.77,4.6,273ms,0.38,1340,228ms,0.05,0.992,80.9,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,high_load,568,1390
2,3.5,ARM,8,11,DDR4,3.7,1.2,HDD,643,179,1611,72ms,0.87,false,59.9,73.0,220.3,nodeA:290;nodeB:46,shard1:291;shard2:387;shard3:318;shard4:316,346ms,0.21,0.13,0.011,0.04,26s,3.5s,0.22,3169,0.59,0.41,0.59,1.7,0.82,UTC+8,AWS,ap-southeast-1,14,4,20.0,7,2,0.7,0.5,0.46,0.41,0.4,5,shard1:0.4;shard2:0.2;shard3:0.4,0.84,91.1,49.6,0.25,0.7,0.39,11.7,60ms,0.92,1965,279ms,0.17,0.95,75.8,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,high_load,1812,1153
18,3.9,x86,36,241,DDR4,101.3,12.3,NVMe,539,2482,9928,100ms,0.967,true,55.4,79.0,1153.3,nodeA:236;nodeB:201;nodeC:85;nodeD:225;nodeE:143,shard1:200;shard2:110;shard3:222;shard4:222,1439ms,0.11,0.12,0.015,0.08,19s,5.3s,0.17,3439,0.67,0.33,0.83,24.1,0.89,UTC+0,Digital Ocean,europe-central,50,18,77.0,27,5,0.57,0.94,0.78,0.68,0.71,2,shard1:0.9;shard2:0.1,0.92,31.0,32.9,0.14,6.6,0.86,11.4,84ms,0.87,1757,491ms,0.02,0.983,81.3,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,maintenance,2209,1825
14,3.1,x86,112,87,DDR4,38.7,34.7,SSD,537,2002,14014,135ms,0.922,false,61.3,72.4,354.7,nodeA:162;nodeB:92;nodeC:69,shard1:332;shard2:310,511ms,0.27,0.1,0.022,0.07,27s,3.5s,0.15,4917,0.51,0.49,0.49,5.0,0.75,UTC+8,AWS,ap-southeast-1,48,18,75.0,33,4,0.55,0.48,0.68,0.12,0.58,2,shard1:0.1;shard2:0.9,0.71,48.1,82.2,0.16,14.2,0.4,5.0,269ms,0.59,1863,223ms,0.09,0.942,84.7,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,active,534,1943
4,4.4,ARM,24,21,DDR5,14.0,1.3,NVMe,584,402,2010,159ms,0.922,false,84.3,23.4,272.2,nodeA:21;nodeB:242;nodeC:54,shard1:335;shard2:362;shard3:156,1210ms,0.12,0.13,0.05,0.08,18s,5.3s,0.34,1922,0.69,0.31,0.26,2.8,0.8,UTC-5,Google Cloud,us-east-1,15,2,18.0,13,2,0.91,0.5,0.36,0.44,0.46,1,shard1:0.1;shard2:0.9,0.96,70.8,41.0,0.26,0.9,0.43,3.7,260ms,0.4,1716,241ms,0.22,0.878,65.0,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,idle,463,1997
46,3.3,x86,138,281,DDR5,202.4,28.5,SSD,616,3507,49098,190ms,0.991,true,58.0,35.7,331.4,nodeA:294;nodeB:125;nodeC:76,shard1:362;shard2:218;shard3:116;shard4:359,1088ms,0.15,0.08,0.016,0.05,7s,1.2s,0.2,1030,0.54,0.46,0.86,71.2,0.86,UTC-3,AWS,sa-east-1,58,23,92.5,50,3,0.32,0.23,0.31,0.44,0.36,5,shard1:0.9;shard2:0.1,0.87,47.0,45.6,0.19,13.3,0.54,13.8,157ms,0.62,498,397ms,0.19,0.952,81.2,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,high_load,1006,1222
16,3.9,ARM,32,115,DDR5,37.3,19.8,HDD,948,906,6342,119ms,0.934,false,47.7,65.2,245.1,nodeA:185;nodeB:237;nodeC:282;nodeD:31,shard1:190;shard2:284;shard3:153,530ms,0.28,0.06,0.015,0.08,15s,0.9s,0.11,4413,0.44,0.56,0.3,1.7,0.8,UTC+9,Alibaba Cloud,ap-northeast-1,16,12,34.0,11,2,0.48,0.16,0.59,0.36,0.25,3,shard1:0.3;shard2:0.7,0.91,35.0,57.8,0.3,12.7,0.31,11.4,297ms,0.69,360,147ms,0.22,0.929,64.9,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,active,2580,1809
21,3.4,x86,105,136,DDR4,102.5,9.5,NVMe,370,2566,5132,41ms,0.998,true,70.9,81.6,1262.7,nodeA:184;nodeB:256;nodeC:267,shard1:334;shard2:91;shard3:103;shard4:267,421ms,0.16,0.1,0.006,0.08,29s,4.1s,0.27,2644,0.53,0.47,0.86,3.8,0.95,UTC+1,Azure,europe-west,43,30,88.0,39,3,0.35,0.62,0.9,0.61,0.74,2,shard1:0.4;shard2:0.6,0.53,62.1,51.8,0.31,6.7,0.32,10.6,228ms,0.87,599,756ms,0.07,0.991,88.8,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,idle,2147,691
